Product,Variant,Price,Handle,Variant ID,Availability,SKU,Product URL,Scraped at,Description
400 TC Plain Bedsheet (3pcs),Queen / white / Flat,2680.0,copy-of-plain-duvet-cover-3pcs,42044045721794,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / white / Fitted,2680.0,copy-of-plain-duvet-cover-3pcs,42044057878722,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / Baby Blue / Flat,2680.0,copy-of-plain-duvet-cover-3pcs,42044045754562,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / Baby Blue / Fitted,2680.0,copy-of-plain-duvet-cover-3pcs,42044057911490,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / Lilac / Flat,2680.0,copy-of-plain-duvet-cover-3pcs,42044045820098,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / Lilac / Fitted,2680.0,copy-of-plain-duvet-cover-3pcs,42044057944258,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / Pastel Green / Flat,2680.0,copy-of-plain-duvet-cover-3pcs,42044045885634,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Queen / Pastel Green / Fitted,2680.0,copy-of-plain-duvet-cover-3pcs,42044057977026,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / white / Flat,2480.0,copy-of-plain-duvet-cover-3pcs,42044045951170,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / white / Fitted,2480.0,copy-of-plain-duvet-cover-3pcs,42044058009794,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / Baby Blue / Flat,2480.0,copy-of-plain-duvet-cover-3pcs,42044045983938,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / Baby Blue / Fitted,2480.0,copy-of-plain-duvet-cover-3pcs,42044058042562,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / Lilac / Flat,2480.0,copy-of-plain-duvet-cover-3pcs,42044046049474,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / Lilac / Fitted,2480.0,copy-of-plain-duvet-cover-3pcs,42044058075330,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / Pastel Green / Flat,2480.0,copy-of-plain-duvet-cover-3pcs,42044046115010,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet (3pcs),Single / Pastel Green / Fitted,2480.0,copy-of-plain-duvet-cover-3pcs,42044058108098,True,,https://eg.lilly-home.com//products/copy-of-plain-duvet-cover-3pcs,2026/01/28 02:54:53 PM,"
A 400 thread count cotton 3 piece set that consists of :"
400 TC Plain Bedsheet set,Superking (200x200) / white,2680.0,plain-bedsheet-set-350-tc,42795139989698,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Superking (200x200) / off white,2680.0,plain-bedsheet-set-350-tc,42795140022466,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Superking (200x200) / grey,2680.0,plain-bedsheet-set-350-tc,42795140055234,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Superking (200x200) / aqua,2680.0,plain-bedsheet-set-350-tc,42795140088002,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Superking (200x200) / silver,2680.0,plain-bedsheet-set-350-tc,42795140120770,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,king (180x200) / white,2680.0,plain-bedsheet-set-350-tc,42795140153538,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,king (180x200) / off white,2680.0,plain-bedsheet-set-350-tc,42795140186306,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,king (180x200) / grey,2680.0,plain-bedsheet-set-350-tc,42795140219074,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,king (180x200) / aqua,2680.0,plain-bedsheet-set-350-tc,42795140251842,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,king (180x200) / silver,2680.0,plain-bedsheet-set-350-tc,42795140284610,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Queen (160*200) / white,2680.0,plain-bedsheet-set-350-tc,45679567995074,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Queen (160*200) / off white,2680.0,plain-bedsheet-set-350-tc,45679568027842,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Queen (160*200) / grey,2680.0,plain-bedsheet-set-350-tc,45679568060610,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Queen (160*200) / aqua,2680.0,plain-bedsheet-set-350-tc,45679568093378,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,Queen (160*200) / silver,2680.0,plain-bedsheet-set-350-tc,45679568126146,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,double (120x200) / white,2680.0,plain-bedsheet-set-350-tc,42795140317378,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,double (120x200) / off white,2680.0,plain-bedsheet-set-350-tc,42795140350146,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,double (120x200) / grey,2680.0,plain-bedsheet-set-350-tc,42795140382914,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,double (120x200) / aqua,2680.0,plain-bedsheet-set-350-tc,42795140415682,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Bedsheet set,double (120x200) / silver,2680.0,plain-bedsheet-set-350-tc,42795140448450,True,,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,2026/01/28 02:54:56 PM,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,Superking (260x240) / white,3880.0,plain-duvet-cover-set-350-tc-1,42780805988546,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,Superking (260x240) / off white,3880.0,plain-duvet-cover-set-350-tc-1,42780806021314,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,Superking (260x240) / grey,3880.0,plain-duvet-cover-set-350-tc-1,42780806054082,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,Superking (260x240) / aqua,3880.0,plain-duvet-cover-set-350-tc-1,42780806086850,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,Superking (260x240) / silver,3880.0,plain-duvet-cover-set-350-tc-1,42780806119618,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,king (220x240) / white,3880.0,plain-duvet-cover-set-350-tc-1,42780806152386,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,king (220x240) / off white,3880.0,plain-duvet-cover-set-350-tc-1,42780806185154,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,king (220x240) / grey,3880.0,plain-duvet-cover-set-350-tc-1,42780806217922,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,king (220x240) / aqua,3880.0,plain-duvet-cover-set-350-tc-1,42780806250690,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
400 TC Plain Duvet cover set,king (220x240) / silver,3880.0,plain-duvet-cover-set-350-tc-1,42780806283458,True,,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/01/28 02:54:57 PM,"A 100% Egyptian cotton
400 Thread count fine Duvet cover set consists of :
1  Duvet cover (400 TC)
2 pillow cases (400 TC) (50x70 cm)
"
800 TC Plain Duvet cover set,Superking (260x240) / white,7900.0,800-tc-plain-duvet-cover-set-copy,45812705755330,True,,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/01/28 02:54:58 PM,"A 100% Egyptian cotton
800 Thread count fine Duvet cover set consists of :
1  Duvet cover (800 TC)
2 pillow cases (800 TC) (50x70 cm)
"
800 TC Plain Duvet cover set,Superking (260x240) / grey,7900.0,800-tc-plain-duvet-cover-set-copy,45812705788098,True,,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/01/28 02:54:58 PM,"A 100% Egyptian cotton
800 Thread count fine Duvet cover set consists of :
1  Duvet cover (800 TC)
2 pillow cases (800 TC) (50x70 cm)
"
800 TC Plain Duvet cover set,Superking (260x240) / silver,7900.0,800-tc-plain-duvet-cover-set-copy,45812705820866,True,,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/01/28 02:54:58 PM,"A 100% Egyptian cotton
800 Thread count fine Duvet cover set consists of :
1  Duvet cover (800 TC)
2 pillow cases (800 TC) (50x70 cm)
"
800 TC Plain Duvet cover set,king (220x240) / white,7900.0,800-tc-plain-duvet-cover-set-copy,45812705853634,True,,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/01/28 02:54:58 PM,"A 100% Egyptian cotton
800 Thread count fine Duvet cover set consists of :
1  Duvet cover (800 TC)
2 pillow cases (800 TC) (50x70 cm)
"
800 TC Plain Duvet cover set,king (220x240) / grey,7900.0,800-tc-plain-duvet-cover-set-copy,45812705886402,True,,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/01/28 02:54:58 PM,"A 100% Egyptian cotton
800 Thread count fine Duvet cover set consists of :
1  Duvet cover (800 TC)
2 pillow cases (800 TC) (50x70 cm)
"
800 TC Plain Duvet cover set,king (220x240) / silver,7900.0,800-tc-plain-duvet-cover-set-copy,45812705919170,True,,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/01/28 02:54:58 PM,"A 100% Egyptian cotton
800 Thread count fine Duvet cover set consists of :
1  Duvet cover (800 TC)
2 pillow cases (800 TC) (50x70 cm)
"
600 TC Plain Duvet cover set,Superking (260x240) / white,6480.0,600-tc-plain-duvet-cover-set,45812677378242,True,,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,2026/01/28 02:55:00 PM,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
"
600 TC Plain Duvet cover set,Superking (260x240) / grey,6480.0,600-tc-plain-duvet-cover-set,45812677443778,True,,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,2026/01/28 02:55:00 PM,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
"
600 TC Plain Duvet cover set,Superking (260x240) / silver,6480.0,600-tc-plain-duvet-cover-set,45812677509314,True,,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,2026/01/28 02:55:00 PM,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
"
600 TC Plain Duvet cover set,king (220x240) / white,6480.0,600-tc-plain-duvet-cover-set,45812677542082,True,,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,2026/01/28 02:55:00 PM,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
"
