Availability,Color,Description,Handle,Inventory Management,Price,Product,Product URL,SKU,Scraped at,Size,Style,Variant,Variant ID,Weight,size
True,white,"A 100% Egyptian cotton
600 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (600TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-bedsheet-set-copy,,4180.0,600 TC Plain Bedsheet set,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,,2026/02/11 04:40:59 PM,Queen (160*200),,Queen (160*200) / white,45812760772802,1500,
True,grey,"A 100% Egyptian cotton
600 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (600TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-bedsheet-set-copy,,4180.0,600 TC Plain Bedsheet set,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,,2026/02/11 04:40:59 PM,Queen (160*200),,Queen (160*200) / grey,45812760838338,1500,
True,silver,"A 100% Egyptian cotton
600 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (600TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-bedsheet-set-copy,,4180.0,600 TC Plain Bedsheet set,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,,2026/02/11 04:40:59 PM,Queen (160*200),,Queen (160*200) / silver,45812760903874,1500,
True,white,"A 100% Egyptian cotton
600 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (600TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-bedsheet-set-copy,,3980.0,600 TC Plain Bedsheet set,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,,2026/02/11 04:40:59 PM,double (120x200),,double (120x200) / white,45812760936642,1500,
True,grey,"A 100% Egyptian cotton
600 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (600TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-bedsheet-set-copy,,3980.0,600 TC Plain Bedsheet set,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,,2026/02/11 04:40:59 PM,double (120x200),,double (120x200) / grey,45812761002178,1500,
True,silver,"A 100% Egyptian cotton
600 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (600TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-bedsheet-set-copy,,3980.0,600 TC Plain Bedsheet set,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,,2026/02/11 04:40:59 PM,double (120x200),,double (120x200) / silver,45812761067714,1500,
True,white,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-duvet-cover-set,,6480.0,600 TC Plain Duvet cover set,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,,2026/02/11 04:41:00 PM,Superking (260x240),,Superking (260x240) / white,45812677378242,2000,
True,grey,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-duvet-cover-set,,6480.0,600 TC Plain Duvet cover set,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,,2026/02/11 04:41:00 PM,Superking (260x240),,Superking (260x240) / grey,45812677443778,2000,
True,silver,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-duvet-cover-set,,6480.0,600 TC Plain Duvet cover set,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,,2026/02/11 04:41:00 PM,Superking (260x240),,Superking (260x240) / silver,45812677509314,2000,
True,white,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-duvet-cover-set,,6480.0,600 TC Plain Duvet cover set,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,,2026/02/11 04:41:00 PM,king (220x240),,king (220x240) / white,45812677542082,2000,
True,grey,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-duvet-cover-set,,6480.0,600 TC Plain Duvet cover set,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,,2026/02/11 04:41:00 PM,king (220x240),,king (220x240) / grey,45812677607618,2000,
True,silver,"A 100% Egyptian cotton
600 Thread count fine Duvet cover set consists of :
1  Duvet cover (600 TC)
2 pillow cases (600 TC) (50x70 cm)
",600-tc-plain-duvet-cover-set,,6480.0,600 TC Plain Duvet cover set,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,,2026/02/11 04:41:00 PM,king (220x240),,king (220x240) / silver,45812677673154,2000,
True,white,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,Superking (200x200),,Superking (200x200) / white,45812766769346,1500,
True,silver,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,Superking (200x200),,Superking (200x200) / silver,45812766834882,1500,
True,white,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,king (180x200),,king (180x200) / white,45812766867650,1500,
True,silver,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,king (180x200),,king (180x200) / silver,45812766933186,1500,
True,white,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,Queen (160*200),,Queen (160*200) / white,45812766965954,1500,
True,silver,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,Queen (160*200),,Queen (160*200) / silver,45812767031490,1500,
True,white,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,double (120x200),,double (120x200) / white,45812767064258,1500,
True,silver,"A 100% Egyptian cotton
800 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (800TC)
2 pillow cases (800 TC) (50x70 cm)
",800-tc-plain-bedsheet-set,,6800.0,800 TC Plain Bedsheet set,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,,2026/02/11 04:41:02 PM,double (120x200),,double (120x200) / silver,45812767129794,1500,
True,white,"A 100% Egyptian cotton
400 Thread count fine Bedsheet set consists of :
1 Fitted Bedsheet (400 TC)
2 pillow cases (400 TC) (50x70 cm)
",plain-bedsheet-set-350-tc,,2680.0,400 TC Plain Bedsheet set,https://eg.lilly-home.com//products/plain-bedsheet-set-350-tc,,2026/02/11 04:41:03 PM,Superking (200x200),,Superking (200x200) / white,42795139989698,1500,
