Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
400 TC Plain Duvet cover set,"Superking (260x240) / white, Superking (260x240) / off white, Superking (260x240) / grey, Superking (260x240) / aqua, Superking (260x240) / silver, king (220x240) / white, king (220x240) / off white, king (220x240) / grey, king (220x240) / aqua, king (220x240) / silver",3880.0,plain-duvet-cover-set-350-tc-1,,"42780805988546, 42780806021314, 42780806054082, 42780806086850, 42780806119618, 42780806152386, 42780806185154, 42780806217922, 42780806250690, 42780806283458",True,nan,https://eg.lilly-home.com//products/plain-duvet-cover-set-350-tc-1,2026/02/11 04:41:04 PM,A 100% Egyptian cotton 400 Thread count fine Duvet cover set consists of : 1  Duvet cover (400 TC) 2 pillow cases (400 TC) (50x70 cm) ,"400 TC Plain Duvet cover set - Superking (260x240) / white, Superking (260x240) / off white, Superking (260x240) / grey, Superking (260x240) / aqua, Superking (260x240) / silver, king (220x240) / white, king (220x240) / off white, king (220x240) / grey, king (220x240) / aqua, king (220x240) / silver: A 100% Egyptian cotton 400 Thread count fine Duvet cover set consists of : 1  Duvet cover (400 TC) 2 pillow cases (400 TC) (50x70 cm) "
5 Lines Towel set (3 pcs),"white, beige, silver, cafe, grey, aqua",1880.0,5-lines-towel-set-6-pcs,,"42780863987906, 42780864020674, 42780864053442, 42780864086210, 42780864118978, 42780864151746",True,nan,https://eg.lilly-home.com//products/5-lines-towel-set-6-pcs,2026/02/11 04:40:57 PM,A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) ,"5 Lines Towel set (3 pcs) - white, beige, silver, cafe, grey, aqua: A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) "
600 TC Plain Bedsheet set,"double (120x200) / white, double (120x200) / grey, double (120x200) / silver",3980.0,600-tc-plain-bedsheet-set-copy,,"45812760936642, 45812761002178, 45812761067714",True,nan,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,2026/02/11 04:40:59 PM,A 100% Egyptian cotton 600 Thread count fine Bedsheet set consists of : 1 Fitted Bedsheet (600TC) 2 pillow cases (600 TC) (50x70 cm) ,"600 TC Plain Bedsheet set - double (120x200) / white, double (120x200) / grey, double (120x200) / silver: A 100% Egyptian cotton 600 Thread count fine Bedsheet set consists of : 1 Fitted Bedsheet (600TC) 2 pillow cases (600 TC) (50x70 cm) "
600 TC Plain Bedsheet set,"Superking (200x200) / white, Superking (200x200) / grey, Superking (200x200) / silver, king (180x200) / white, king (180x200) / grey, king (180x200) / silver, Queen (160*200) / white, Queen (160*200) / grey, Queen (160*200) / silver",4180.0,600-tc-plain-bedsheet-set-copy,,"45812760445122, 45812760510658, 45812760576194, 45812760608962, 45812760674498, 45812760740034, 45812760772802, 45812760838338, 45812760903874",True,nan,https://eg.lilly-home.com//products/600-tc-plain-bedsheet-set-copy,2026/02/11 04:40:59 PM,A 100% Egyptian cotton 600 Thread count fine Bedsheet set consists of : 1 Fitted Bedsheet (600TC) 2 pillow cases (600 TC) (50x70 cm) ,"600 TC Plain Bedsheet set - Superking (200x200) / white, Superking (200x200) / grey, Superking (200x200) / silver, king (180x200) / white, king (180x200) / grey, king (180x200) / silver, Queen (160*200) / white, Queen (160*200) / grey, Queen (160*200) / silver: A 100% Egyptian cotton 600 Thread count fine Bedsheet set consists of : 1 Fitted Bedsheet (600TC) 2 pillow cases (600 TC) (50x70 cm) "
600 TC Plain Duvet cover set,"Superking (260x240) / white, Superking (260x240) / grey, Superking (260x240) / silver, king (220x240) / white, king (220x240) / grey, king (220x240) / silver",6480.0,600-tc-plain-duvet-cover-set,,"45812677378242, 45812677443778, 45812677509314, 45812677542082, 45812677607618, 45812677673154",True,nan,https://eg.lilly-home.com//products/600-tc-plain-duvet-cover-set,2026/02/11 04:41:00 PM,A 100% Egyptian cotton 600 Thread count fine Duvet cover set consists of : 1  Duvet cover (600 TC) 2 pillow cases (600 TC) (50x70 cm) ,"600 TC Plain Duvet cover set - Superking (260x240) / white, Superking (260x240) / grey, Superking (260x240) / silver, king (220x240) / white, king (220x240) / grey, king (220x240) / silver: A 100% Egyptian cotton 600 Thread count fine Duvet cover set consists of : 1  Duvet cover (600 TC) 2 pillow cases (600 TC) (50x70 cm) "
800 TC Plain Bedsheet set,"Superking (200x200) / white, Superking (200x200) / silver, king (180x200) / white, king (180x200) / silver, Queen (160*200) / white, Queen (160*200) / silver, double (120x200) / white, double (120x200) / silver",6800.0,800-tc-plain-bedsheet-set,,"45812766769346, 45812766834882, 45812766867650, 45812766933186, 45812766965954, 45812767031490, 45812767064258, 45812767129794",True,nan,https://eg.lilly-home.com//products/800-tc-plain-bedsheet-set,2026/02/11 04:41:02 PM,A 100% Egyptian cotton 800 Thread count fine Bedsheet set consists of : 1 Fitted Bedsheet (800TC) 2 pillow cases (800 TC) (50x70 cm) ,"800 TC Plain Bedsheet set - Superking (200x200) / white, Superking (200x200) / silver, king (180x200) / white, king (180x200) / silver, Queen (160*200) / white, Queen (160*200) / silver, double (120x200) / white, double (120x200) / silver: A 100% Egyptian cotton 800 Thread count fine Bedsheet set consists of : 1 Fitted Bedsheet (800TC) 2 pillow cases (800 TC) (50x70 cm) "
800 TC Plain Duvet cover set,"Superking (260x240) / white, Superking (260x240) / grey, Superking (260x240) / silver, king (220x240) / white, king (220x240) / grey, king (220x240) / silver",7900.0,800-tc-plain-duvet-cover-set-copy,,"45812705755330, 45812705788098, 45812705820866, 45812705853634, 45812705886402, 45812705919170",True,nan,https://eg.lilly-home.com//products/800-tc-plain-duvet-cover-set-copy,2026/02/11 04:41:06 PM,A 100% Egyptian cotton 800 Thread count fine Duvet cover set consists of : 1  Duvet cover (800 TC) 2 pillow cases (800 TC) (50x70 cm) ,"800 TC Plain Duvet cover set - Superking (260x240) / white, Superking (260x240) / grey, Superking (260x240) / silver, king (220x240) / white, king (220x240) / grey, king (220x240) / silver: A 100% Egyptian cotton 800 Thread count fine Duvet cover set consists of : 1  Duvet cover (800 TC) 2 pillow cases (800 TC) (50x70 cm) "
Almaze Cotton satin Quilt Set,"white / Superking/king (250x270) cm, off white / Superking/king (250x270) cm, silver / Superking/king (250x270) cm, beige / Superking/king (250x270) cm, aqua / Superking/king (250x270) cm",7820.0,almaze-cotton-satin-quilt-set,shopify,"42780484337858, 42780484370626, 42780484403394, 42780484436162, 42780484468930",True,nan,https://eg.lilly-home.com//products/almaze-cotton-satin-quilt-set,2026/02/11 04:41:13 PM,A 100% Egyptian Cotton 600 TC with a Satin feel Quilt Set consists of: 1 Cotton-satin Quilt 2 Cushions 2 Pillow Cases (70x50 cm) ,"Almaze Cotton satin Quilt Set - white / Superking/king (250x270) cm, off white / Superking/king (250x270) cm, silver / Superking/king (250x270) cm, beige / Superking/king (250x270) cm, aqua / Superking/king (250x270) cm: A 100% Egyptian Cotton 600 TC with a Satin feel Quilt Set consists of: 1 Cotton-satin Quilt 2 Cushions 2 Pillow Cases (70x50 cm) "
Alternative Down Duvet,"(260x240) / White, (240x220) / White, (180 x 220) / White",4100.0,down-duvet,shopify,"45205663285442, 45205663318210, 45265724408002",True,nan,https://eg.lilly-home.com//products/down-duvet,2026/02/11 04:41:08 PM,Alternative Down Duvet ,"Alternative Down Duvet - (260x240) / White, (240x220) / White, (180 x 220) / White: Alternative Down Duvet "
Alternative Down Pillow,"50 x 70 / White, 60 x 60 / White, 40 x 40 / White, 40 x 30 / White",720.0,down-pillow,shopify,"45205689368770, 45205794029762, 45265725587650, 45265725620418",True,nan,https://eg.lilly-home.com//products/down-pillow,2026/02/11 04:41:10 PM,Alternative Down Pillow ,"Alternative Down Pillow - 50 x 70 / White, 60 x 60 / White, 40 x 40 / White, 40 x 30 / White: Alternative Down Pillow "
Bath mat,"Almond, Brown, Genzari, Gray",720.0,bath-mat,shopify,"41081319489730, 41081319522498, 41081319555266, 41081319588034",False,"lil-Liv-B1-1-1, lil-Liv-B1-1-2, lil-Liv-B1-1-3, lil-Liv-B1-1-4",https://eg.lilly-home.com//products/bath-mat,2026/02/11 04:41:12 PM,650 gm/msquared 100% egyptian cotton,"Bath mat - Almond, Brown, Genzari, Gray: 650 gm/msquared 100% egyptian cotton"
Beige Linen Dress,"S/M / Beige, M/L / Beige",2980.0,beige-dress,shopify,"45375822856386, 45492098465986",True,nan,https://eg.lilly-home.com//products/beige-dress,2026/02/11 04:41:09 PM,Effortless elegance dress in breathable linen.,"Beige Linen Dress - S/M / Beige, M/L / Beige: Effortless elegance dress in breathable linen."
Big leaves Jacquard  Duvet cover Set (3pcs),"king / Cafe, queen / Cafe",7480.0,big-leaves-jacquard-duvet-cover-set-3pcs-copy,,"44614519029954, 44614519062722",True,nan,https://eg.lilly-home.com//products/big-leaves-jacquard-duvet-cover-set-3pcs-copy,2026/02/11 04:41:21 PM, A  3 piece400 thread count 100% egyptian cottonset that consists of :,"Big leaves Jacquard  Duvet cover Set (3pcs) - king / Cafe, queen / Cafe:  A  3 piece400 thread count 100% egyptian cottonset that consists of :"
Black frame stripes Bedsheet set,"double / stripes, single / stripes",2420.0,stripes-printed-bedsheet-set-350-tc,,"44646970949826, 44646971015362",True,nan,https://eg.lilly-home.com//products/stripes-printed-bedsheet-set-350-tc,2026/02/11 04:41:18 PM,A 100% Egyptian cotton 350 Thread count fine Bedsheet set consists of : 1  Bedsheet (350 TC) 2 pillow cases (350 TC) (50x70 cm) ,"Black frame stripes Bedsheet set - double / stripes, single / stripes: A 100% Egyptian cotton 350 Thread count fine Bedsheet set consists of : 1  Bedsheet (350 TC) 2 pillow cases (350 TC) (50x70 cm) "
Black frame stripes Bedsheet set,"king (270x250) / stripes, queen (220x240) / stripes",2620.0,stripes-printed-bedsheet-set-350-tc,,"44646970818754, 44646970884290",True,nan,https://eg.lilly-home.com//products/stripes-printed-bedsheet-set-350-tc,2026/02/11 04:41:18 PM,A 100% Egyptian cotton 350 Thread count fine Bedsheet set consists of : 1  Bedsheet (350 TC) 2 pillow cases (350 TC) (50x70 cm) ,"Black frame stripes Bedsheet set - king (270x250) / stripes, queen (220x240) / stripes: A 100% Egyptian cotton 350 Thread count fine Bedsheet set consists of : 1  Bedsheet (350 TC) 2 pillow cases (350 TC) (50x70 cm) "
Black frame stripes Duvet Cover,"Superking (260x240) / Stripes, king (220x240) / Stripes",3680.0,black-frame-stripes-duvet-cover,,"44646977700034, 44646977765570",True,nan,https://eg.lilly-home.com//products/black-frame-stripes-duvet-cover,2026/02/11 04:41:15 PM,A 100% Egyptian cotton 350 Thread count fine Duvet Cover set consists of : 1  Duvet Cover (350 TC) 2 pillow cases (350 TC) (50x70 cm) ,"Black frame stripes Duvet Cover - Superking (260x240) / Stripes, king (220x240) / Stripes: A 100% Egyptian cotton 350 Thread count fine Duvet Cover set consists of : 1  Duvet Cover (350 TC) 2 pillow cases (350 TC) (50x70 cm) "
Boat x Red Printed Duvet Cover,"king / White x red, queen / White x red",5620.0,trees-x-red-printed-duvet-cover-set-3pcs,shopify,"45151469863106, 45151469928642",True,nan,https://eg.lilly-home.com//products/trees-x-red-printed-duvet-cover-set-3pcs,2026/02/11 04:41:27 PM, A  3 piece400 thread count 100% egyptian cottonset that consists of :,"Boat x Red Printed Duvet Cover - king / White x red, queen / White x red:  A  3 piece400 thread count 100% egyptian cottonset that consists of :"
Boxed Towel set (3 pcs),"aqua, cafe, grey",1880.0,boxed-towel-set-6-pcs,,"42780865921218, 42780865953986, 42780865986754",True,nan,https://eg.lilly-home.com//products/boxed-towel-set-6-pcs,2026/02/11 04:41:23 PM,A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) ,"Boxed Towel set (3 pcs) - aqua, cafe, grey: A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) "
Boxes Cotton satin Quilt Set,"white / Superking/king (250x270) cm, beige / Superking/king (250x270) cm",7820.0,boxes-cotton-satin-quilt-set,,"44337616978114, 44337619894466",True,nan,https://eg.lilly-home.com//products/boxes-cotton-satin-quilt-set,2026/02/11 04:41:30 PM,A 100% Egyptian Cotton 600 TC with a Satin feel Quilt Set consists of: 1 Cotton-satin Quilt 2 Cushions 2 Pillow Cases (70x50 cm) ,"Boxes Cotton satin Quilt Set - white / Superking/king (250x270) cm, beige / Superking/king (250x270) cm: A 100% Egyptian Cotton 600 TC with a Satin feel Quilt Set consists of: 1 Cotton-satin Quilt 2 Cushions 2 Pillow Cases (70x50 cm) "
Boxes throw,"Black, Gray, Beige",2400.0,boxes-throw,,"44858296860866, 44858296893634, 44858296926402",True,nan,https://eg.lilly-home.com//products/boxes-throw,2026/02/11 04:41:26 PM, A one piece knitted wool throw 150 x 230 cm,"Boxes throw - Black, Gray, Beige:  A one piece knitted wool throw 150 x 230 cm"
Braid Towel set (3 pcs),"white, Coal, Cafè, White x Gold",1880.0,braid-towel-set-3-pcs,,"44364337578178, 44364337610946, 44364376408258, 44364384665794",True,nan,https://eg.lilly-home.com//products/braid-towel-set-3-pcs,2026/02/11 04:41:24 PM,A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) ,"Braid Towel set (3 pcs) - white, Coal, Cafè, White x Gold: A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) "
Bridal Bedsheet (6 pcs),"King / Aqua, King / Beige, Queen / Aqua, Queen / Beige",6460.0,bridal-aqua,,"44461156237506, 44461156270274, 44461156303042, 44461156335810",True,nan,https://eg.lilly-home.com//products/bridal-aqua,2026/02/11 04:41:32 PM,A 400 thread count cotton 3 piece set that consists of :,"Bridal Bedsheet (6 pcs) - King / Aqua, King / Beige, Queen / Aqua, Queen / Beige: A 400 thread count cotton 3 piece set that consists of :"
Bridal Bloom Duvet cover 3pcs,"Superking (260x240) / white, king (240x220) / white",4620.0,bride-duvet-cover-3pcs,,"44337600692418, 44337600725186",True,nan,https://eg.lilly-home.com//products/bride-duvet-cover-3pcs,2026/02/11 04:41:36 PM,A 100% Egyptian cotton 350 Thread count fine embroidered duvet set consists of : 1 embroidered duvet cover 2 embroidered pillow cases ,"Bridal Bloom Duvet cover 3pcs - Superking (260x240) / white, king (240x220) / white: A 100% Egyptian cotton 350 Thread count fine embroidered duvet set consists of : 1 embroidered duvet cover 2 embroidered pillow cases "
Bridal Night dress,"Small / Silver, Medium / Silver, Large / Silver",980.0,bridal-night-dress,,"43794365710530, 43794365743298, 43794365776066",True,nan,https://eg.lilly-home.com//products/bridal-night-dress,2026/02/11 04:41:38 PM,Satin night dress,"Bridal Night dress - Small / Silver, Medium / Silver, Large / Silver: Satin night dress"
Bride Towel set (3 pcs),"beige, cafè",1880.0,flower-towel-set-3-pcs,,"44364360974530, 44364361007298",True,nan,https://eg.lilly-home.com//products/flower-towel-set-3-pcs,2026/02/11 04:41:35 PM,A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) ,"Bride Towel set (3 pcs) - beige, cafè: A 100% Egyptian Cotton High absorption 3 piece Towel Set contains: 1 Hand Towel (50x30) 1 Face Towel (50x100) 1 Bath Towel (100x160) "
Bridel Cotton satin Quilt Set,"white / Superking/king (250x270) cm, off white / Superking/king (250x270) cm, silver / Superking/king (250x270) cm, beige / Superking/king (250x270) cm, aqua / Superking/king (250x270) cm",7820.0,bridel-cotton-satin-quilt-set,,"42780485484738, 42780485517506, 42780485550274, 42780485583042, 42780485615810",True,nan,https://eg.lilly-home.com//products/bridel-cotton-satin-quilt-set,2026/02/11 04:41:33 PM,A 100% Egyptian Cotton 600 TC with a Satin feel Quilt Set consists of: 1 Cotton-satin Quilt 2 Cushions 2 Pillow Cases (70x50 cm) ,"Bridel Cotton satin Quilt Set - white / Superking/king (250x270) cm, off white / Superking/king (250x270) cm, silver / Superking/king (250x270) cm, beige / Superking/king (250x270) cm, aqua / Superking/king (250x270) cm: A 100% Egyptian Cotton 600 TC with a Satin feel Quilt Set consists of: 1 Cotton-satin Quilt 2 Cushions 2 Pillow Cases (70x50 cm) "
Bubble Leaves 2 Color Bedspread,"270 * 250 / off white, 270 * 250 / beige, 270 * 250 / aqua, 270 * 250 / grey, 270 * 250 / cafè",3480.0,bubbles-leaves-2-color-beadspread,,"43269444403394, 43269444468930, 43269444534466, 43269444567234, 44363497373890",True,nan,https://eg.lilly-home.com//products/bubbles-leaves-2-color-beadspread,2026/02/11 04:41:45 PM,A 100% Egyptian cotton Soft feel BedSpread,"Bubble Leaves 2 Color Bedspread - 270 * 250 / off white, 270 * 250 / beige, 270 * 250 / aqua, 270 * 250 / grey, 270 * 250 / cafè: A 100% Egyptian cotton Soft feel BedSpread"
Bubbles Bedspread,"270 * 250 / white, 270 * 250 / off white, 270 * 250 / beige, 270 * 250 / cafe, 270 * 250 / aqua, 270 * 250 / grey",2880.0,bubbles-beadspread,,"42795130683586, 42795130716354, 42795130749122, 42795130781890, 42795130814658, 42795130847426",True,nan,https://eg.lilly-home.com//products/bubbles-beadspread,2026/02/11 04:41:40 PM,A 100% Egyptian cotton Soft feel BedSpread,"Bubbles Bedspread - 270 * 250 / white, 270 * 250 / off white, 270 * 250 / beige, 270 * 250 / cafe, 270 * 250 / aqua, 270 * 250 / grey: A 100% Egyptian cotton Soft feel BedSpread"
Bubbles Coverlet Bedspread,"white, off White, Aqua, cafe, Beige, choco, Grey, black",2680.0,bubbles-coverlet-bedspread,,"41801245327554, 41081675317442, 41081674989762, 41456266543298, 41081675022530, 41801245360322, 41081675186370, 41456266510530",True,nan,https://eg.lilly-home.com//products/bubbles-coverlet-bedspread,2026/02/11 04:41:47 PM,A one piece 100% Egyptian cotton bedspread 250 x 270 cm,"Bubbles Coverlet Bedspread - white, off White, Aqua, cafe, Beige, choco, Grey, black: A one piece 100% Egyptian cotton bedspread 250 x 270 cm"
Bubbles Lounge wear Set,"White / Small, White / Medium, White / Large",2280.0,bubbles-lounge-wear-set,,"43266775843010, 43266775875778, 43266775908546",True,nan,https://eg.lilly-home.com//products/bubbles-lounge-wear-set,2026/02/11 04:41:44 PM,Soft touch lounge wear -Shirt -Pants,"Bubbles Lounge wear Set - White / Small, White / Medium, White / Large: Soft touch lounge wear -Shirt -Pants"
Bubbles Lounge wear Set with shorts,"White / Small, White / Medium, White / Large, baby blue / Small, baby blue / Medium, baby blue / Large, Lilac / Small, Lilac / Medium, Lilac / Large",2280.0,bubbles-lounge-wear-set-with-shorts,,"43266777579714, 43266777612482, 43266777645250, 43266777678018, 43266777710786, 43266777743554, 43266777809090, 43266777841858, 43266777874626",True,nan,https://eg.lilly-home.com//products/bubbles-lounge-wear-set-with-shorts,2026/02/11 04:41:41 PM,Soft touch lounge wear -Shirt -Shorts,"Bubbles Lounge wear Set with shorts - White / Small, White / Medium, White / Large, baby blue / Small, baby blue / Medium, baby blue / Large, Lilac / Small, Lilac / Medium, Lilac / Large: Soft touch lounge wear -Shirt -Shorts"
Bubbles dress,"One Size / white, One Size / coal, One Size / Brown, One Size / Beige, One Size / Black",2680.0,bubbles-dress,,"44556089524418, 44620389286082, 44620389318850, 44620389351618, 44620389384386",True,nan,https://eg.lilly-home.com//products/bubbles-dress,2026/02/11 04:41:43 PM,1 piece linenlounge wear :-,"Bubbles dress - One Size / white, One Size / coal, One Size / Brown, One Size / Beige, One Size / Black: 1 piece linenlounge wear :-"
