Variant ID,Handle,Variant,Price,SKU,Scraped at,Availability,Color,Inventory Management
42795140317378,plain-bedsheet-set-350-tc,double (120x200) / white,2680.0,N/A,2026/02/11 04:41:03 PM,True,white,N/A
42795140350146,plain-bedsheet-set-350-tc,double (120x200) / off white,2680.0,N/A,2026/02/11 04:41:03 PM,True,off white,N/A
42795140382914,plain-bedsheet-set-350-tc,double (120x200) / grey,2680.0,N/A,2026/02/11 04:41:03 PM,True,grey,N/A
42795140415682,plain-bedsheet-set-350-tc,double (120x200) / aqua,2680.0,N/A,2026/02/11 04:41:03 PM,True,aqua,N/A
42795140448450,plain-bedsheet-set-350-tc,double (120x200) / silver,2680.0,N/A,2026/02/11 04:41:03 PM,True,silver,N/A
42780805988546,plain-duvet-cover-set-350-tc-1,Superking (260x240) / white,3880.0,N/A,2026/02/11 04:41:04 PM,True,white,N/A
42780806021314,plain-duvet-cover-set-350-tc-1,Superking (260x240) / off white,3880.0,N/A,2026/02/11 04:41:04 PM,True,off white,N/A
42780806054082,plain-duvet-cover-set-350-tc-1,Superking (260x240) / grey,3880.0,N/A,2026/02/11 04:41:04 PM,True,grey,N/A
42780806086850,plain-duvet-cover-set-350-tc-1,Superking (260x240) / aqua,3880.0,N/A,2026/02/11 04:41:04 PM,True,aqua,N/A
42780806119618,plain-duvet-cover-set-350-tc-1,Superking (260x240) / silver,3880.0,N/A,2026/02/11 04:41:04 PM,True,silver,N/A
42780806152386,plain-duvet-cover-set-350-tc-1,king (220x240) / white,3880.0,N/A,2026/02/11 04:41:04 PM,True,white,N/A
42780806185154,plain-duvet-cover-set-350-tc-1,king (220x240) / off white,3880.0,N/A,2026/02/11 04:41:04 PM,True,off white,N/A
42780806217922,plain-duvet-cover-set-350-tc-1,king (220x240) / grey,3880.0,N/A,2026/02/11 04:41:04 PM,True,grey,N/A
42780806250690,plain-duvet-cover-set-350-tc-1,king (220x240) / aqua,3880.0,N/A,2026/02/11 04:41:04 PM,True,aqua,N/A
42780806283458,plain-duvet-cover-set-350-tc-1,king (220x240) / silver,3880.0,N/A,2026/02/11 04:41:04 PM,True,silver,N/A
45812705755330,800-tc-plain-duvet-cover-set-copy,Superking (260x240) / white,7900.0,N/A,2026/02/11 04:41:06 PM,True,white,N/A
45812705788098,800-tc-plain-duvet-cover-set-copy,Superking (260x240) / grey,7900.0,N/A,2026/02/11 04:41:06 PM,True,grey,N/A
45812705820866,800-tc-plain-duvet-cover-set-copy,Superking (260x240) / silver,7900.0,N/A,2026/02/11 04:41:06 PM,True,silver,N/A
45812705853634,800-tc-plain-duvet-cover-set-copy,king (220x240) / white,7900.0,N/A,2026/02/11 04:41:06 PM,True,white,N/A
45812705886402,800-tc-plain-duvet-cover-set-copy,king (220x240) / grey,7900.0,N/A,2026/02/11 04:41:06 PM,True,grey,N/A
45812705919170,800-tc-plain-duvet-cover-set-copy,king (220x240) / silver,7900.0,N/A,2026/02/11 04:41:06 PM,True,silver,N/A
45205663285442,down-duvet,(260x240) / White,4100.0,N/A,2026/02/11 04:41:08 PM,True,White,shopify
45205663318210,down-duvet,(240x220) / White,4100.0,N/A,2026/02/11 04:41:08 PM,True,White,shopify
45265724408002,down-duvet,(180 x 220) / White,4100.0,N/A,2026/02/11 04:41:08 PM,False,White,shopify
45375822856386,beige-dress,S/M / Beige,2980.0,N/A,2026/02/11 04:41:09 PM,True,Beige,shopify
45492098465986,beige-dress,M/L / Beige,2980.0,N/A,2026/02/11 04:41:09 PM,False,Beige,shopify
45205689368770,down-pillow,50 x 70 / White,720.0,N/A,2026/02/11 04:41:10 PM,True,White,shopify
45205794029762,down-pillow,60 x 60 / White,720.0,N/A,2026/02/11 04:41:10 PM,False,White,shopify
45265725587650,down-pillow,40 x 40 / White,720.0,N/A,2026/02/11 04:41:10 PM,False,White,shopify
45265725620418,down-pillow,40 x 30 / White,720.0,N/A,2026/02/11 04:41:10 PM,False,White,shopify
41081319489730,bath-mat,Almond,720.0,N/A,2026/02/11 04:41:12 PM,False,Almond,shopify
41081319522498,bath-mat,Brown,720.0,N/A,2026/02/11 04:41:12 PM,False,Brown,shopify
41081319555266,bath-mat,Genzari,720.0,N/A,2026/02/11 04:41:12 PM,False,Genzari,shopify
41081319588034,bath-mat,Gray,720.0,N/A,2026/02/11 04:41:12 PM,False,Gray,shopify
42780484337858,almaze-cotton-satin-quilt-set,white / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:13 PM,True,white,shopify
42780484370626,almaze-cotton-satin-quilt-set,off white / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:13 PM,True,off white,shopify
42780484403394,almaze-cotton-satin-quilt-set,silver / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:13 PM,True,silver,shopify
42780484436162,almaze-cotton-satin-quilt-set,beige / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:13 PM,True,beige,shopify
42780484468930,almaze-cotton-satin-quilt-set,aqua / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:13 PM,True,aqua,shopify
44646977700034,black-frame-stripes-duvet-cover,Superking (260x240) / Stripes,3680.0,N/A,2026/02/11 04:41:15 PM,True,Stripes,N/A
44646977765570,black-frame-stripes-duvet-cover,king (220x240) / Stripes,3680.0,N/A,2026/02/11 04:41:15 PM,True,Stripes,N/A
44556085002434,black-line-linen-set,small / white,2680.0,N/A,2026/02/11 04:41:16 PM,True,white,N/A
44556085035202,black-line-linen-set,medium / white,2680.0,N/A,2026/02/11 04:41:16 PM,True,white,N/A
44556085067970,black-line-linen-set,large / white,2680.0,N/A,2026/02/11 04:41:16 PM,True,white,N/A
44646970818754,stripes-printed-bedsheet-set-350-tc,king (270x250) / stripes,2620.0,N/A,2026/02/11 04:41:18 PM,True,stripes,N/A
44646970884290,stripes-printed-bedsheet-set-350-tc,queen (220x240) / stripes,2620.0,N/A,2026/02/11 04:41:18 PM,True,stripes,N/A
44646970949826,stripes-printed-bedsheet-set-350-tc,double / stripes,2420.0,N/A,2026/02/11 04:41:18 PM,True,stripes,N/A
44646971015362,stripes-printed-bedsheet-set-350-tc,single / stripes,2420.0,N/A,2026/02/11 04:41:18 PM,True,stripes,N/A
44567451861186,black-frame-linen-top-copy,small / white,2480.0,N/A,2026/02/11 04:41:19 PM,True,white,N/A
44567451893954,black-frame-linen-top-copy,medium / white,2480.0,N/A,2026/02/11 04:41:19 PM,True,white,N/A
44567451926722,black-frame-linen-top-copy,large / white,2480.0,N/A,2026/02/11 04:41:19 PM,True,white,N/A
44614519029954,big-leaves-jacquard-duvet-cover-set-3pcs-copy,king / Cafe,7480.0,N/A,2026/02/11 04:41:21 PM,True,Cafe,N/A
44614519062722,big-leaves-jacquard-duvet-cover-set-3pcs-copy,queen / Cafe,7480.0,N/A,2026/02/11 04:41:21 PM,True,Cafe,N/A
42780865921218,boxed-towel-set-6-pcs,aqua,1880.0,N/A,2026/02/11 04:41:23 PM,True,aqua,N/A
42780865953986,boxed-towel-set-6-pcs,cafe,1880.0,N/A,2026/02/11 04:41:23 PM,True,cafe,N/A
42780865986754,boxed-towel-set-6-pcs,grey,1880.0,N/A,2026/02/11 04:41:23 PM,True,grey,N/A
44364337578178,braid-towel-set-3-pcs,white,1880.0,N/A,2026/02/11 04:41:24 PM,True,white,N/A
44364337610946,braid-towel-set-3-pcs,Coal,1880.0,N/A,2026/02/11 04:41:24 PM,True,Coal,N/A
44364376408258,braid-towel-set-3-pcs,Cafè,1880.0,N/A,2026/02/11 04:41:24 PM,True,Cafè,N/A
44364384665794,braid-towel-set-3-pcs,White x Gold,1880.0,N/A,2026/02/11 04:41:24 PM,True,White x Gold,N/A
44858296860866,boxes-throw,Black,2400.0,N/A,2026/02/11 04:41:26 PM,True,Black,N/A
44858296893634,boxes-throw,Gray,2400.0,N/A,2026/02/11 04:41:26 PM,True,Gray,N/A
44858296926402,boxes-throw,Beige,2400.0,N/A,2026/02/11 04:41:26 PM,True,Beige,N/A
45151469863106,trees-x-red-printed-duvet-cover-set-3pcs,king / White x red,5620.0,N/A,2026/02/11 04:41:27 PM,True,White x red,shopify
45151469928642,trees-x-red-printed-duvet-cover-set-3pcs,queen / White x red,5620.0,N/A,2026/02/11 04:41:27 PM,False,White x red,shopify
42986168058050,bricks-duvet-cover-set-3pcs,king / white,4620.0,N/A,2026/02/11 04:41:28 PM,True,white,N/A
42986168123586,bricks-duvet-cover-set-3pcs,queen / white,4620.0,N/A,2026/02/11 04:41:28 PM,True,white,N/A
44337616978114,boxes-cotton-satin-quilt-set,white / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:30 PM,True,white,N/A
44337619894466,boxes-cotton-satin-quilt-set,beige / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:30 PM,True,beige,N/A
44461156237506,bridal-aqua,King / Aqua,6460.0,N/A,2026/02/11 04:41:32 PM,True,Aqua,N/A
44461156270274,bridal-aqua,King / Beige,6460.0,N/A,2026/02/11 04:41:32 PM,True,Beige,N/A
44461156303042,bridal-aqua,Queen / Aqua,6460.0,N/A,2026/02/11 04:41:32 PM,True,Aqua,N/A
44461156335810,bridal-aqua,Queen / Beige,6460.0,N/A,2026/02/11 04:41:32 PM,True,Beige,N/A
42780485484738,bridel-cotton-satin-quilt-set,white / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:33 PM,True,white,N/A
42780485517506,bridel-cotton-satin-quilt-set,off white / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:33 PM,True,off white,N/A
42780485550274,bridel-cotton-satin-quilt-set,silver / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:33 PM,True,silver,N/A
42780485583042,bridel-cotton-satin-quilt-set,beige / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:33 PM,True,beige,N/A
42780485615810,bridel-cotton-satin-quilt-set,aqua / Superking/king (250x270) cm,7820.0,N/A,2026/02/11 04:41:33 PM,True,aqua,N/A
44364360974530,flower-towel-set-3-pcs,beige,1880.0,N/A,2026/02/11 04:41:35 PM,True,beige,N/A
44364361007298,flower-towel-set-3-pcs,cafè,1880.0,N/A,2026/02/11 04:41:35 PM,True,cafè,N/A
44337600692418,bride-duvet-cover-3pcs,Superking (260x240) / white,4620.0,N/A,2026/02/11 04:41:36 PM,True,white,N/A
44337600725186,bride-duvet-cover-3pcs,king (240x220) / white,4620.0,N/A,2026/02/11 04:41:36 PM,True,white,N/A
43794365710530,bridal-night-dress,Small / Silver,980.0,N/A,2026/02/11 04:41:38 PM,True,Silver,N/A
43794365743298,bridal-night-dress,Medium / Silver,980.0,N/A,2026/02/11 04:41:38 PM,True,Silver,N/A
43794365776066,bridal-night-dress,Large / Silver,980.0,N/A,2026/02/11 04:41:38 PM,True,Silver,N/A
42795130683586,bubbles-beadspread,270 * 250 / white,2880.0,N/A,2026/02/11 04:41:40 PM,True,white,N/A
42795130716354,bubbles-beadspread,270 * 250 / off white,2880.0,N/A,2026/02/11 04:41:40 PM,True,off white,N/A
42795130749122,bubbles-beadspread,270 * 250 / beige,2880.0,N/A,2026/02/11 04:41:40 PM,True,beige,N/A
42795130781890,bubbles-beadspread,270 * 250 / cafe,2880.0,N/A,2026/02/11 04:41:40 PM,True,cafe,N/A
42795130814658,bubbles-beadspread,270 * 250 / aqua,2880.0,N/A,2026/02/11 04:41:40 PM,True,aqua,N/A
42795130847426,bubbles-beadspread,270 * 250 / grey,2880.0,N/A,2026/02/11 04:41:40 PM,True,grey,N/A
43266777579714,bubbles-lounge-wear-set-with-shorts,White / Small,2280.0,N/A,2026/02/11 04:41:41 PM,True,White,N/A
43266777612482,bubbles-lounge-wear-set-with-shorts,White / Medium,2280.0,N/A,2026/02/11 04:41:41 PM,True,White,N/A
43266777645250,bubbles-lounge-wear-set-with-shorts,White / Large,2280.0,N/A,2026/02/11 04:41:41 PM,True,White,N/A
43266777678018,bubbles-lounge-wear-set-with-shorts,baby blue / Small,2280.0,N/A,2026/02/11 04:41:41 PM,True,baby blue,N/A
43266777710786,bubbles-lounge-wear-set-with-shorts,baby blue / Medium,2280.0,N/A,2026/02/11 04:41:41 PM,True,baby blue,N/A
43266777743554,bubbles-lounge-wear-set-with-shorts,baby blue / Large,2280.0,N/A,2026/02/11 04:41:41 PM,True,baby blue,N/A
43266777809090,bubbles-lounge-wear-set-with-shorts,Lilac / Small,2280.0,N/A,2026/02/11 04:41:41 PM,True,Lilac,N/A
43266777841858,bubbles-lounge-wear-set-with-shorts,Lilac / Medium,2280.0,N/A,2026/02/11 04:41:41 PM,True,Lilac,N/A
43266777874626,bubbles-lounge-wear-set-with-shorts,Lilac / Large,2280.0,N/A,2026/02/11 04:41:41 PM,True,Lilac,N/A
44556089524418,bubbles-dress,One Size / white,2680.0,N/A,2026/02/11 04:41:43 PM,True,white,N/A
44620389286082,bubbles-dress,One Size / coal,2680.0,N/A,2026/02/11 04:41:43 PM,True,coal,N/A
44620389318850,bubbles-dress,One Size / Brown,2680.0,N/A,2026/02/11 04:41:43 PM,True,Brown,N/A
44620389351618,bubbles-dress,One Size / Beige,2680.0,N/A,2026/02/11 04:41:43 PM,True,Beige,N/A
44620389384386,bubbles-dress,One Size / Black,2680.0,N/A,2026/02/11 04:41:43 PM,True,Black,N/A
43266775843010,bubbles-lounge-wear-set,White / Small,2280.0,N/A,2026/02/11 04:41:44 PM,True,White,N/A
43266775875778,bubbles-lounge-wear-set,White / Medium,2280.0,N/A,2026/02/11 04:41:44 PM,True,White,N/A
43266775908546,bubbles-lounge-wear-set,White / Large,2280.0,N/A,2026/02/11 04:41:44 PM,True,White,N/A
43269444403394,bubbles-leaves-2-color-beadspread,270 * 250 / off white,3480.0,N/A,2026/02/11 04:41:45 PM,True,off white,N/A
43269444468930,bubbles-leaves-2-color-beadspread,270 * 250 / beige,3480.0,N/A,2026/02/11 04:41:45 PM,True,beige,N/A
43269444534466,bubbles-leaves-2-color-beadspread,270 * 250 / aqua,3480.0,N/A,2026/02/11 04:41:45 PM,True,aqua,N/A
43269444567234,bubbles-leaves-2-color-beadspread,270 * 250 / grey,3480.0,N/A,2026/02/11 04:41:45 PM,True,grey,N/A
44363497373890,bubbles-leaves-2-color-beadspread,270 * 250 / cafè,3480.0,N/A,2026/02/11 04:41:45 PM,True,cafè,N/A
41801245327554,bubbles-coverlet-bedspread,white,2680.0,N/A,2026/02/11 04:41:47 PM,True,white,N/A
41081675317442,bubbles-coverlet-bedspread,off White,2680.0,N/A,2026/02/11 04:41:47 PM,True,off White,N/A
41081674989762,bubbles-coverlet-bedspread,Aqua,2680.0,N/A,2026/02/11 04:41:47 PM,True,Aqua,N/A
